episode,epsilon,score,average_score,total_reward,average_reward,Q_table_length
381,0.6831778896198997,12,22.013089005235603,2.0,12.039267015706807,9171
382,0.6824950532053901,15,21.994778067885118,5.0,12.02088772845953,9188
383,0.6818128992859905,15,21.9765625,5.0,12.002604166666666,9205
384,0.6811314271795471,24,21.98181818181818,14.0,12.007792207792209,9231
385,0.6804506362045877,13,21.958549222797927,3.0,11.984455958549223,9246
386,0.679770525680321,23,21.96124031007752,13.0,11.987080103359173,9271
387,0.6790910949266368,26,21.971649484536083,16.0,11.99742268041237,9299
388,0.678412343264104,23,21.974293059125966,13.0,12.0,9324
389,0.6777342700139711,16,21.95897435897436,6.0,11.984615384615385,9342
390,0.6770568744981647,27,21.971867007672635,17.0,11.997442455242966,9371
391,0.6763801560392891,26,21.982142857142858,16.0,12.00765306122449,9399
